Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
CHƯƠNG 5,18,"Theo V.I. Lênin, hình thức liên minh đặc biệt trong thời kỳ quá độ lên chủ nghĩa xã hội là:",Liên minh giữa giai cấp vô sản với giai cấp tư sản và các tầng lớp xã hội khác,Liên minh giữa giai cấp công nhân với giai cấp tiểu tư sản,Liên minh giữa giai cấp công nhân với giai cấp nông dân và các tầng lớp xã hội khác,Liên minh giữa giai cấp công nhân với giai cấp tư sản,Liên minh giữa giai cấp công nhân với giai cấp nông dân và các tầng lớp xã hội khác
CHƯƠNG 5,19,"Trong thời kỳ quá độ lên chủ nghĩa xã hội, giai cấp công nhân, giai cấp nông dân và tầng lớp lao động khác đóng vai trò:",Lực lượng sản xuất chiếm số lượng thấp,Lực lượng sản xuất lạc hậu,Lực lượng sản xuất không cơ bản của xã hội,Là lực lượng sản xuất cơ bản và là lực lượng chính trị - xã hội to lớn,Là lực lượng sản xuất cơ bản và là lực lượng chính trị - xã hội to lớn
CHƯƠNG 5,20,"Trong thời kỳ quá độ lên chủ nghĩa xã hội, giai cấp nông dân có xu hướng:",Giảm dần về số lượng và tỷ lệ,Tăng lên về số lượng và tỷ lệ,Giảm về số lượng và tăng tỷ lệ,Nhảy vọt về số lượng và tỷ lệ,Giảm dần về số lượng và tỷ lệ
CHƯƠNG 5,21,Khối liên minh công- nông- trí thức đặt dưới sự lãnh đạo của:,Nhà nước xã hội chủ nghĩa,Đảng cộng sản,Các tổ chức chính trị - xã hội,Chính phủ,Đảng cộng sản
CHƯƠNG 5,22,Mối liên minh nào ngày càng giữ vị trí nền tảng chính trị- xã hội trong suốt thời kỳ quá độ lên chủ nghĩa xã hột?,"Liên minh giữa giai cấp công nhân, giai cấp nông dân và tầng lớp trí thức ","Liên minh giữa giai cấp tư sản, giai cấp nông dân và tầng lớp trí thức","Liên minh giữa giai cấp nông dân, giai cấp tiểu tư sản và tầng lớp trí thức","Liên minh giữa giai cấp công nhân, giai cấp tiểu tư sản và tầng lớp trí thức","Liên minh giữa giai cấp công nhân, giai cấp nông dân và tầng lớp trí thức "
CHƯƠNG 5,23,Nội dung chính trị của liên minh giai cấp thể hiện ở việc giữ vững lập trường chính trị - tư tưởng của giai cấp nào?,Giai cấp nông dân,Giai cấp tư sản,Giai cấp chủ nô,Giai cấp công nhân,Giai cấp công nhân
CHƯƠNG 5,24,"Trong cơ cấu xã hội - giai cấp Việt Nam, giai cấp công nhân có vị trí, vai trò gì?",Là lực lượng không cơ bản của xã hội,Là lực lượng có số lượng đông nhất,"Có vai trò quan trọng đặc biệt, là giai cấp lãnh đạo ",Tất cả các đáp án,"Có vai trò quan trọng đặc biệt, là giai cấp lãnh đạo "
CHƯƠNG 5,25,"Trong cơ cấu xã hội - giai cấp Việt Nam, giai cấp nông dân có vai trò gì?",Là lực lượng không cơ bản của xã hội,"Có vị trí chiến lược, là cơ sở và lực lượng quan trọng trong sự nghiệp công nghiệp hóa, hiện đại hóa nông nghiệp, nông thôn ",Là giai cấp lãnh đạo,Là lực lượng cơ bản nhất của xã hội,"Có vị trí chiến lược, là cơ sở và lực lượng quan trọng trong sự nghiệp công nghiệp hóa, hiện đại hóa nông nghiệp, nông thôn "
CHƯƠNG 5,26,"Trong cơ cấu xã hội - giai cấp Việt Nam, giai cấp nào là giai cấp lãnh đạo ?",Giai cấp nông dân,Đội ngũ trí thức,Đội ngũ doanh nhân,Giai cấp công nhân,Giai cấp công nhân
CHƯƠNG 5,27,"Trong cơ cấu xã hội - giai cấp Việt Nam, giai cấp nào có vai trò chiến lược, là cơ sở và lực lượng quan trọng trong sự nghiệp công nghiệp hóa, hiện đại hóa nông nghiệp, nông thôn?",Giai cấp công nhân,Giai cấp nông dân,Đội ngũ thanh niên,Giai cấp tư sản,Giai cấp nông dân
CHƯƠNG 5,28,"Trong thời kỳ quá độ lên chủ nghĩa xã hội, cơ cấu xã hội - giai cấp biến đổi gắn liền và bị quy định bởi cơ cấu nào?",Cơ cấu xã hội - dân số,Cơ cấu xã hội - lứa tuổi,Cơ cấu xã hội - nghề nghiệp,Cơ cấu xã hội - kinh tế,Cơ cấu xã hội - kinh tế
CHƯƠNG 5,29,C.Mác gọi giai cấp nào sau đây là giai cấp vô sản ?,Giai cấp tư sản,Giai cấp tiều tư sản,Giai cấp công nhân,Giai cấp nông dân,Giai cấp công nhân
CHƯƠNG 5,30,Điền vào chỗ trống: Cơ cấu xã hội - giai cấp biến đổi... làm xuất hiện các tầng lớp xã hội mới.,Thuần nhất,"Phức tạp, đa dạng ",Đơn giản,Một chiều,"Phức tạp, đa dạng "
CHƯƠNG 5,31,"Điền vào chỗ trống: Cơ cấu xã hội- giai cấp biến đổi trong mối quan hệ..., từng bước xóa bỏ bất bình đẳng xã hội dẫn đến sự xích lại gần nhau","Vừa đấu tranh, vừa liên minh ",Chỉ đấu tranh,Chỉ liên minh thống nhất,Tất cả các đáp án,"Vừa đấu tranh, vừa liên minh "
CHƯƠNG 5,32,"Liên minh giai cấp, tầng lớp trong thời kỳ quá độ lên chủ nghĩa xã hội là:","Sự đấu tranh giữa các giai cấp, tầng lớp xã hội","Sự liên kết, hợp tác, hỗ trợ nhau giữa các giai cấp, tầng lớp xã hội ",Tất cả các đáp án,"Sự đồng nhất hoàn toàn giữa các giai cấp, tầng lớp xã hội","Sự liên kết, hợp tác, hỗ trợ nhau giữa các giai cấp, tầng lớp xã hội "
CHƯƠNG 5,33,"Trong cơ cấu xã hội - giai cấp thời kỳ quá độ lên chủ nghĩa xã hội, giai cấp nào là lực lượng tiêu biểu cho phương thức sản xuất mới ?",Giai cấp công nhân,Giai cấp nông dân,Tầng lớp trí thức,Giai cấp tư sản,Giai cấp công nhân
CHƯƠNG 5,34,Cơ cấu xã hội - giai cấp trong thời kỳ quá độ lên chủ nghĩa xã hội được hình thành khi:,Giai cấp công nhân giành được chính quyền,Giai cấp công nhân chỉ đòi tăng lương giảm giờ làm,Không có đáp án đúng,"Giai cấp tư sản là lực lượng cơ bản nhất xây dựng nền văn hóa tiên tiến, đậm đà bản sắc dân tộc",Giai cấp công nhân giành được chính quyền
CHƯƠNG 5,35,"Sau đổi mới, sự biến đổi của cơ cấu xã hội- giai cấp ở Việt Nam có đặc điểm:",Hình thành cơ cấu xã hội- giai cấp đa dạng,"Sự biến đổi phức tạp, đa dạng của cơ cấu xã hội- giai cấp Việt Nam diễn ra trong nội bộ từng giai cấp, tầng lớp cơ bản của xã hội","Có sự chuyển hóa lẫn nhau giữa các giai cấp, tầng lớp cơ bản của xã hội",Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 5,36,"Trong thời kỳ quá độ lên chủ nghĩa xã hội, cơ cầu xã hội giai cấp Việt Nam mang tính chất:",Đa dạng,Giản đơn,Chủ quan,Phố biến,Đa dạng
CHƯƠNG 5,37,"Trong hệ thồng chính sách xã hội, chính sách nào được đặt lên vị trí hàng đầu ?",Chính sách liên quan đến cơ câu xã hội - giai cấp,Chính sách liền quan đên cơ cầu xã hội - nghề nghiệp,Chính sách liên quan đến cơ cấu xã hội - dân tộc,Chính sách liên quan đến cơ cấu xã hội - tôn giáo,Chính sách liên quan đến cơ câu xã hội - giai cấp
CHƯƠNG 5,38,"Các loại cơ cấu xã hội có vị trí, vai trò:",Không ngang nhau,Ngang nhau,Giống nhau,Tất cả các đáp án,Không ngang nhau
CHƯƠNG 5,39,"Chọn phương án trả lời sai, cơ cấu xã hội- giai cấp có vị trí quan trọng hàng đầu, chi phối các loại hình cơ cấu xã hội khác vì:",Cơ câu xã hội- giai cấp liên quan đến các đảng phải chính trị và nhà nước,Sự biến đối của cơ cấu xã hội- giai cấp tất yếu sẽ ảnh hưởng đến sự biến đổi của các cợ cấu xã hội khác,"Cơ cấu xã hội- giai cấp là căn cứ cơ bản để từ đó xây dựng chính sách phát triển kinh tế, xã hội",Sự biến đổi của cơ cấu xã hội- giai cấp không ảnh hưởng đến sự biến đổi của cơ câu xã hội khác,Sự biến đổi của cơ cấu xã hội- giai cấp không ảnh hưởng đến sự biến đổi của cơ câu xã hội khác
CHƯƠNG 5,40,Chọn đáp án đúng:,Sự biến đối của cơ cấu xã hội- giai cấp tất yếu sẽ ảnh hưởng đến sự biến đổi của các cơ cấu xã hội khác,Sự biến đổi của cơ cấu xã hội- giai cấp không ảnh hưởng đến sự biến đổi của các cơ cấu xã hội khác,Sự biến đổi của cơ cấu xã hội- giai cấp không liên quan đến biến đổi kinh tế,Sự biến đổi của cơ cấu xã hội- giai cấp không ảnh hưởng đến cơ cấu xã hội-nghề nghiệp,Sự biến đối của cơ cấu xã hội- giai cấp tất yếu sẽ ảnh hưởng đến sự biến đổi của các cơ cấu xã hội khác
CHƯƠNG 5,41,Cơ cấu xã hội - giai cấp trong thời kỳ quá độ lên chủ nghĩa xã hội được hình thành khi:,Giai cấp công nhân giành được chính quyền,Giai cấp cộng nhân chỉ đòi tăng lương giảm giờ làm,Không có đáp án đúng,"Giai cấp tư sản là lực lượng cơ bản nhất xây dựng nền văn hóa tiên tiến, đậm đà bản sắc dân tộc",Giai cấp công nhân giành được chính quyền
CHƯƠNG 5,42,"Chọn đáp án đúng nhất, trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam hiện nay, kết cấu kinh tế ở nước ta gồm:","Kinh tế nhà nước, kinh tế tập thể, kinh tế tư nhân, Kinh tế có vốn đầu tư nước ngoài ",Chỉ có kinh tế nhà nước và kinh tế tập thể,Kinh tế tư nhân và kinh tế tập thể,Kinh tế tư nhân và kinh tê nhà nước,"Kinh tế nhà nước, kinh tế tập thể, kinh tế tư nhân, Kinh tế có vốn đầu tư nước ngoài "
CHƯƠNG 5,43,"Trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam hiện nay, kết cấu kinh tế có đặc điểm:",Kết cấu gồm hai thành phần kinh tế tư nhân và kinh tế tập thể,Kết cấu gồm hai thành phần kinh tế nhà nước và kinh tế tư nhân,Kết cấu kinh tế nhiều thành phần,Kết cấu gồm hai thành phần kinh tế nhà nước và kinh tế tập thể,Kết cấu kinh tế nhiều thành phần
CHƯƠNG 5,44,"Trong thời kỳ quá độ lên chủ nghĩa xã hội, giai cấp công nhân, giai cấp nông dân và tâng lớp lao động khác đóng vai trò:",Lực lượng sản xuất chiêm số lượng thâp,Lực lượng sản xuất lạc hậu,Lực lượng sản xuất không cơ bản của xã hội,Là lực lượng sản xuất cơ bản và là lực lượng chính trị - xã hội to lớn,Là lực lượng sản xuất cơ bản và là lực lượng chính trị - xã hội to lớn
CHƯƠNG 5,45,"Liên minh giai cấp, tầng lớp trong thời kỳ quá độ lên chủ nghĩa xã hội là:","Sự đấu tranh giữa các giai cấp, tầng lớp xã hội","Sự liên kết, hợp tác, hỗ trợ nhau giữa các giai cấp, tầng lớp xã hội ",Tất cả các đáp án,"Sự đồng nhất hoàn toàn giữa các giai cấp, tầng lớp xã hội","Sự liên kết, hợp tác, hỗ trợ nhau giữa các giai cấp, tầng lớp xã hội "
CHƯƠNG 5,46,Vai trò của giai cấp công nhân Việt Nam trong cơ cấu xã hội - giai cấp:,Là giai cấp lãnh đạo cách mạng,Giữ vị trí tiên phong trong sự nghiệp xây dựng chủ nghĩa xã hội,"Là lực lượng đi đầu trong sự nghiệp công nghiệp hóa, hiện đại hóa đất nước",Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 5,47,Điền vào chỗ trống: Tăng cường khối đại đoàn kết toàn dân tộc trên nền tăng liên minh .... với... và ... do Đảng cộng sản lãnh đạo.,Giai cấp công nhân - giai cấp nông dân - đội ngũ trí thức,Giai cấp công nhân - giai cấp nông dân - giai cấp tư sản,Giai cấp công nhân - giai cấp nông dân - tầng lớp tiểu tư sản,Giai cấp công nhân - giai cấp tư sản - đội ngũ doanh nhân,Giai cấp công nhân - giai cấp nông dân - đội ngũ trí thức
CHƯƠNG 5,48,"Chọn đáp án đúng nhất, những nội dung liên minh giai cấp, tầng lớp trong thời kỳ quá độ lên chú nghĩa xã hội ở Việt Nam?",Nội dung kinh tế và chính trị,Nội dung tư tưởng và văn hóa,"Nội dung kinh tế, chính trị, văn hóa xã hội ",Nội dung chính trị và tư tưởng,"Nội dung kinh tế, chính trị, văn hóa xã hội "
CHƯƠNG 5,49,Nội dung cơ bản quyết định nhất tới liên minh giai cấp tầng lớp trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam là:,Nội dung kinh tế của liên minh,Nội dung chính trị của liên minh,Nội dung văn hóa xã hội của liên minh,Nội dung tư tưởng của liên minh,Nội dung kinh tế của liên minh
CHƯƠNG 5,50,Nội dung nào được coi là cơ sở vật chất kĩ thuật của liên minh kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam?,Nội dung chính trị,"Nội dung văn hóa, xã hội",Nội dung kinh tế,Nội dung tư tưởng,Nội dung kinh tế
CHƯƠNG 6,1,"Dân tộc Việt Nam là một quốc gia đa dân tộc, thống nhất gồm 54 dân tộc trong đó:","Dân tộc Kinh chiếm 50%, 53 dân tộc thiểu số chiếm 50%","Dân tộc Kinh chiếm 60%, 53 dân tộc thiểu số chiếm 40%","Dân tộc Kinh chiếm 70%, 53 dân tộc thiểu số chiếm 30%","Dân tộc Kinh chiếm 85,7 %, 53 dân tộc thiểu số chiếm 14,3 %","Dân tộc Kinh chiếm 85,7 %, 53 dân tộc thiểu số chiếm 14,3 %"
CHƯƠNG 6,2,Đặc điểm của dân tộc Việt Nam là:,Có sự chênh lệch về số dân giữa các tộc người,Các dân tộc cư trú xen kẽ nhau,Các dân tộc thiểu số ở Việt Nam phân bổ chủ yếu ở địa bàn có vị trí chiến lược quan trọng,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,3,Tìm đáp án không đúng về đặc điểm các dân tộc ở Việt Nam?,Các dân tộc ở Việt Nam có trình độ dân trí phát triển đồng đều,Các dân tộc thiểu số ở Việt Nam phân bố chủ yếu ở địa bàn có vị trí chiến lược quan trọng,Các dân tộc ở Việt Nam cư trú xen kẽ nhau,Chất lượng đời sống của các dân tộc ở Việt Nam không đồng đều,Các dân tộc ở Việt Nam có trình độ dân trí phát triển đồng đều
CHƯƠNG 6,4,Tìm đáp án không đúng về đặc điểm các dân tộc ở Việt Nam?.,Các dân tộc ở Việt Nam cự trú xen kẽ nhau,Không có sự chênh lệch về dân số giữa các tộc người ở Việt Nam,Các dân tộc ở Việt Nam có trình độ phát triển không đồng đều,Các dân tộc thiểu số ở Việt Nam phân bố chủ yếu ở địa bàn có vị tri chiến lược quan trọng,Không có sự chênh lệch về dân số giữa các tộc người ở Việt Nam
CHƯƠNG 6,5,"Các dân tộc ở Việt Nam có trình độ phát triển không đều, thể hiện rõ ở những phương diện nào?",Phương diện xã hội,Phương diện kinh tế,"Phương diện văn hóa, trình độ dân trí",Tất cà các đáp án,Tất cà các đáp án
CHƯƠNG 6,6,"Muốn thực hiện bình đẳng dân tộc, chúng ta phải làm gì?","Từng bước giảm, tiến tới xóa bỏ khoảng cách phát triển giữa các dân tộc về kinh tế, văn hóa, xh","Chỉ quan tâm từng bước, tiến tới xóa bỏ khoảng cách phát triển giữa các dân tộc về kinh tế","Chỉ quan tâm từng bước, tiến tới xóa bỏ khoảng cách phát triển giữa các dân tộc về văn hóa",Chỉ quan tâm xóa bỏ khoảng cách phát triển giữa các dân tộc về xã hội,"Từng bước giảm, tiến tới xóa bỏ khoảng cách phát triển giữa các dân tộc về kinh tế, văn hóa, xh"
CHƯƠNG 6,10,Đâu là quan điểm của Đảng ta về vấn đề dân tộc ?,"Vấn đề dân tộc và đoàn kết dân tộc là vấn đề chiến lược cơ bản, lâu dài, đồng thời cũng là vấn đề cấp bách hiện nay của cách mạng Việt Nam",Vấn đề dân tộc và đoàn kết dân tộc là vấn đề không quan trọng của cách mạng Việt Nam,Giải quyết vấn đề dân tộc và đoàn kết dân tộc phải đi trước so với việc phát triển kinh tế,"Vấn đề dân tộc và đoàn kết dân tộc là vấn đề sách lược, chỉ cần thực hiện trong thời gian ngắn của cách mạng Việt Nam","Vấn đề dân tộc và đoàn kết dân tộc là vấn đề chiến lược cơ bản, lâu dài, đồng thời cũng là vấn đề cấp bách hiện nay của cách mạng Việt Nam"
CHƯƠNG 6,11,Đặc điểm của các tôn giáo khi du nhập vào Việt Nam là gì?,Không chịu ảnh hưởng của bản sắc văn hóa Việt Nam,Chịu ảnh hưởng của bản sắc văn hóa Việt Nam,Không có vai trò đối với đời sống tin thần của người dân,Nó có vai trò quyết định nhất đối với đời sống tinh thần của người dân,Chịu ảnh hưởng của bản sắc văn hóa Việt Nam
CHƯƠNG 6,12,Tìm phương án trả lời sai ?,Việt Nam là một quốc gia có nhiều tôn giáo,Tôn giáo ở Việt Nam tồn tại đa dạng và đan xen với nhau,"Tín đồ các tôn giáo Việt Nam phần lớn là nhân dân lao động, có lòng yêu nước và có tinh thần dt",Tôn giáo ở Việt Nam không đa dạng và thường xuyên có chiến tranh tôn giáo,Tôn giáo ở Việt Nam không đa dạng và thường xuyên có chiến tranh tôn giáo
CHƯƠNG 6,13,Đặc điểm của hàng ngũ chức sắc các tôn giáo ở Việt Nam như thế nào?,"Là các tín đồ có chức vụ, sắc phẩm trong tôn giáo","Có chức năng là truyền bá, thực hành giáo lý, giáo luật, lễ nghi...","Quản lý tổ chức của tôn giáo, duy trì, phátriển tôn giáo, chăm lo đến đời sống",Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,14,"Ở các nước phương Tây, dân tộc hình thành khi nào?",Chế độ cộng sản nguyên thủy,Chế độ phong kiến,Chế độ tư bản chủ nghĩa,Chế độ xã hội chủ nghĩa,Chế độ tư bản chủ nghĩa
CHƯƠNG 6,15,"Ở phương Đông, dân tộc được hình thành dựa trên cơ sở nào?","Một nền văn hóa, một tâm lý dân tộc đã phát triển tương đối chín muồi",Một cộng đồng kinh tế còn kém phát triển và ở trạng thái phân tán,Yêu cầu về đoàn kết để chống thiên tai và giặc ngoại xâm,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,16,Dân tộc hay quốc gia dân tộc có các đặc trưng:,Có chung phương thức sinh hoạt kinh tế,Có lãnh thổ chung ổn định không bị chia cắt và có sự quản lý của một nhà nước,Có ngôn ngữ chung của quốc gia và có nét tâm lý biểu hiện qua nên văn hóa dân tộc,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,17,Đặc trưng của dân tộc- tộc người:,Cộng đồng về ngôn ngữ,Cộng đồng về văn hóa,Ý thức tự giác tộc người,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,18,Lênin đã chỉ ra mấy xu hướng phát triển của dân tộc ?,Hai xu hướng,Ba xu hướng,Bốn xu hướng,Năm xu hướng,Hai xu hướng
CHƯƠNG 6,19,"Điền từ vào chỗ trống: ""Trong xu hướng thứ nhất, do sự thức tỉnh và sự trưởng thành của ý thức dân tộc mà các cộng đồng dân cư muốn ... để xác lập dân tộc độc lập """,Đoàn kết,Hợp tác,Tách ra,Hợp nhất,Tách ra
CHƯƠNG 6,20,"Tìm đáp án đúng nhất, điền từ vào chỗ trống: ""Trong xu hướng thứ hai, các dần tộc trong một quốc gia đa dân tộc, thậm chí ở nhiều quốc gia muốn ... với nhau ""?",Tách ra,Tất cả các đáp án,Hợp nhất làm một,Liên hiệp lại,Liên hiệp lại
CHƯƠNG 6,21,"Trong cương lĩnh dân tộc của Đảng Cộng sản, có mấy nguyên tắc giải quyết vấn để dân tộc ?",Hai nguyên tắc,Ba nguyên tắc,Bốn nguyên tắc,Năm nguyên tắc,Ba nguyên tắc
CHƯƠNG 6,22,Nội dung đầy đủ theo cương lĩnh dân tộc của Chủ nghĩa Mác - Lênin là:,"Các dân tộc hoàn toàn bình đẳng, các dân tộc được quyền tự quyết, liên hiệp công nhân tất cả các dân tộc",Các dân tộc cần có sự phân biệt và liên hiệp công nhân tất cả các dân tộc,"Các dân tộc có quyền bình đẳng, có quyền tự quyết, liên hiệp giai cấp tư sản của tất cả các dân tộc",Các dân tộc không có quyền tự quyết và liên hiệp công nhân các dân tộc,"Các dân tộc hoàn toàn bình đẳng, các dân tộc được quyền tự quyết, liên hiệp công nhân tất cả các dân tộc"
CHƯƠNG 6,23,Bản chất của tôn giáo là gì?,Là sự phản ánh đúng đắn của hiện thực khách quan vào đầu óc con người,Là một hiện tượng không phải do con người sáng tạo ra,Tất cả các đáp án,"Là một hình thái ý thức xã hội phản ánh một cách hoang đường, hư ảo hiện thực khách quan vào đầu óc con người","Là một hình thái ý thức xã hội phản ánh một cách hoang đường, hư ảo hiện thực khách quan vào đầu óc con người"
CHƯƠNG 6,24,"Ở phương Đông, yếu tố nào là cơ bản nhất để hình thành dân tộc ?",Do muốn phát triển kinh tế,Do yếu tố chính trị,Do yêu cầu đoàn kết đề chống thiên tai và chống giặc ngoại xâm,Do sự phát triển và giao lưu văn hóa,Do yêu cầu đoàn kết đề chống thiên tai và chống giặc ngoại xâm
CHƯƠNG 6,25,Đâu là tiêu chí quan trọng nhất để phân định một tộc người và có vị trí quyết định đối với sự tồn tại và phát triển của mỗi dân tộc?,Cộng đồng về ngôn ngữ,Cộng đồng về văn hóa,Y thức tự giác tộc người,Không có đáp án đúng,Y thức tự giác tộc người
CHƯƠNG 6,26,Xu hướng thứ nhất của sự phát triển quan hệ dân tộc thể hiện rõ nét ở:,"Phong trào dấu tranh giành độc lập dân tộc của các dân tộc thuộc địa muốn thoát khỏi sự áp bức, bóc lột của các nước thực dân, đế quốc",Phong trào liên kết kết giữa các dân tộc về kinh tế,Phong trào liên kết giữa các dân tộc về văn hóa,Phong trào các dân tộc liên minh lại để xóa bỏ hàng rào ngăn cách giữa các dân,"Phong trào dấu tranh giành độc lập dân tộc của các dân tộc thuộc địa muốn thoát khỏi sự áp bức, bóc lột của các nước thực dân, đế quốc"
CHƯƠNG 6,27,Đặc điểm của hàng ngũ chức sắc các tôn giáo ở Việt Nam như thế nào?,"Có chức năng là truyền bá, thực hành giáo lý, giáo luật, quản lý tổ chức của tôn giáo... chăm lo đến đời sống tâm linh của tín đồ",Không chịu sự tác động của tình hình chính trị - xã hội,Xu hướng tiến bộ trong hàng ngũ chức sắc ngày càng giảm đi,Tất cả các đáp án,"Có chức năng là truyền bá, thực hành giáo lý, giáo luật, quản lý tổ chức của tôn giáo... chăm lo đến đời sống tâm linh của tín đồ"
CHƯƠNG 6,28,"Nội dung cơ bản trong chính sách của Đảng, Nhà nước Việt Nam đối với tín ngưỡng, tôn giáo hiện nay là gì?","Tín ngưỡng, tôn giáo đang và sẽ tồn tại cùng dân tộc trong quá trình xây dựng chủ nghĩa xã hội ở nước ta","Chỉ bằng các biện pháp hành chính, hay khi đời sống vật chất được đảm bảo, trình độ dân trí cao có thể làm cho tín ngưỡng, tôn giáo mất đi","Tín ngưỡng, tôn giáo là hiện tượng bất biến, thoát ly với mọi cơ sở kinh tế- xã hội, thể chế chính trị",Tất cả các đáp án,"Tín ngưỡng, tôn giáo đang và sẽ tồn tại cùng dân tộc trong quá trình xây dựng chủ nghĩa xã hội ở nước ta"
CHƯƠNG 6,29,Nội dung văn hóa trong chính sách dân tộc của Đảng và Nhà nước ta:,"Xây dựng nền văn hóa Việt Nam tiên tiến, đậm đà bản sắc dân tộc",Xóa bỏ những giá trị văn hóa truyền thống của các tộc người,Chỉ mở rộng giao lưu văn hóa với một số quốc gia lớn,"Ứng hộ chiến lược ""Diễn biến hòa bình""","Xây dựng nền văn hóa Việt Nam tiên tiến, đậm đà bản sắc dân tộc"
CHƯƠNG 6,30,Tìm đáp án đúng về chính sách dân tộc của Đảng và Nhà nước ta:,Gia tăng khoảng cách giữa các dân tộc,Xóa bỏ những giá trị văn hóa truyền thống của các tộc người,Ủng hộ chủ nghĩa phân biệt chủng tộc,"Tăng cường quan hệ nhân dân, tạo thế trận quốc phòng toàn dân trong vùng đồng bào dân tộc sinh sống","Tăng cường quan hệ nhân dân, tạo thế trận quốc phòng toàn dân trong vùng đồng bào dân tộc sinh sống"
CHƯƠNG 6,31,Tìm phương án trả lời đúng ?,"Các tôn giáo ở Việt Nam đa dạng, đan xen, xung đột với nhau",Các tôn giáo ở Việt Nam đều du nhập từ bên ngoài. không có tôn giáo nội sinh,Tất cả các tôn giáo đang tồn tại ở Việt Nam đều là tôn giáo nội sinh,Việt Nam là quốc gia có nhiều tôn giáo,Việt Nam là quốc gia có nhiều tôn giáo
CHƯƠNG 6,32,Điền từ đúng nhất vào chỗ trống: Quyền bình đẳng giữa các dân tộc là quyền... của các dt,Tồn tại,Không cơ bản,Thiêng liêng,Cơ bản,Cơ bản
CHƯƠNG 6,33,"Trong Cương lĩnh dân tộc của V.I.Lênin, các dân tộc được quyền bình đẳng được hiểu là:","Không phân biệt dân tộc lớn hay nhỏ, trình độ phát triển cao hay thấp",Các dân tộc đều có quyền lợi và nghĩa vụ như nhau,"Không dân tộc nào được giữa đặc quyền, đặc lợi về kinh tế, chính trị, văn hóa",Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,34,"Điền từ đúng nhất vào chỗ trống: ""Quyền dân tộc tự quyết là quyền của các dân tộc... lấy vận mệnh của dân tộc mình""",Tự quyết định,Làm chủ,Tự lo liệu,Tự do phát triển,Tự quyết định
CHƯƠNG 6,35,"Trong các nội dung của quyền dân tộc tự quyết, thì nội dung nào được coi là cơ bản nhất ?",Tự quyết về chính trị và con đường phát triển của dân tộc,Tự quyết về xã hội và con đường phát triển,Tự quyết về văn hóa và con đường phát triển,Tự quyết về lãnh thổ và con đường phát triển,Tự quyết về chính trị và con đường phát triển của dân tộc
CHƯƠNG 6,36,Tìm câu trả lời sai về quyền tự quyết của các dân tộc?,Là quyền tự quyết định vận mệnh của dân tộc mình,Là quyền của các tộc người thiểu số trong một quốc gia đa tộc người muốn phân lập thành quốc gia dân tộc,Là quyền tự tách ra thành một quốc gia dân tộc độc lập đồng thời có quyền tự nguyện liên hiệp với dân tộc khác trên cơ sở bình đắng,Việc thực hiện quyền dân tộc tự quyết phải xuất phát từ thực tiễn- cụ thể vàphải đứng trên lập trường của giai cấp công nhân,Là quyền của các tộc người thiểu số trong một quốc gia đa tộc người muốn phân lập thành quốc gia dân tộc
CHƯƠNG 6,37,"Theo chủ nghĩa Mác-Lênin, khi giải quyết vấn đề dân tộc phải đứng vững trên lập trường của giai cấp, tầng lớp nào?",Giai cấp công nhân,Giai cấp nông dân,Giai cấp tư sản,Tầng lớp trí thức,Giai cấp công nhân
CHƯƠNG 6,38,"Điền từ còn thiếu vào chỗ trống, theo Ph.Ăngghen: ""Tất cả mọi tôn giáo chẳng qua chỉ là sự phản ánh ... vào trong đầu óc của con người- của những lực lượng ở bên ngoài chi phối cuộc sống hàng ngày của họ""",Hư ảo,Có thật,Đúng đắn,Hoàn toàn sai lầm,Hư ảo
CHƯƠNG 6,39,"Theo chủ nghĩa Mác - Lênin, xét đến cùng nhân tố quan trọng nhất quyết định sự tồn tại của tôn giáo là gì?",Văn hóa,Sản xuất vật chất và các quan hệ kinh tế,Điều kiện tự nhiên,Yếu tố tâm lý,Sản xuất vật chất và các quan hệ kinh tế
CHƯƠNG 6,40,Mối quan hệ giữa tôn giáo và tín ngưỡng là gì?,Không đồng nhất nhưng có giao thoa nhất định,Đồng nhất với nhau,Không có mối quan hệ với nhau,Tôn giáo rộng hơn tín ngưỡng,Không đồng nhất nhưng có giao thoa nhất định
